# file: DeGraaff_espectros/rubies-uds22-v4_prism-clear_4233_119957.spec.fits
# z: 4.151636
# restframe: True
# input_flux_unit: uJy
# output_flux_type: flambda
# normalized: True
# norm_window: (0.3446, 0.3646)
# norm_factor: 6.96225349962638e-21
# --- data ---
wave,flux,err
0.10482107043277127,,
0.10540195206747792,,
0.10599235459356506,,
0.10659254212240249,-339.39824732515297,238.50203114996938
0.10720273123966755,29.621583232491012,51.823051353131284
0.10782323490122256,22.70461572381976,37.70416933782722
0.10845427208082484,12.964246998611635,38.55986810165348
0.10909616774185903,36.22243250623732,37.716432016055165
0.10974918855024803,6.2735769191159045,35.66673051636033
0.11041362235018348,-28.47277648454975,25.259837843994198
0.11108981476685904,7.614805212248648,28.810790136981296
0.11177804735072731,-22.43087314692284,25.83443226115291
0.11247867599137082,-3.0597185710561354,26.039803423287164
0.11319204977213741,-17.345747153420653,23.397066873366086
0.11391849299391202,-16.200792285537037,23.330591075955176
0.11465840320599999,-13.34343229753561,17.734878194943054
0.11541216526079134,-27.56375156433234,18.990685331145954
0.11618014990088528,-5.910635108083951,17.72529423321409
0.11696276941868622,-0.013357955064061433,16.463928447576297
0.1177604782907315,-9.945347834179833,15.852553156904442
0.11857369750193054,20.108953741663132,15.732946087843203
0.11940286712054764,-19.52786009528523,15.292442000135244
0.12024846504953875,-8.08200199705881,16.717606653953332
0.12111100675396112,17.32565359750292,12.056057295345466
0.12199098795687567,4.2587668206553575,14.319430856658572
0.12288892539754391,-32.23716346259098,13.449327722204
0.12380535737278105,-26.288286270040018,14.390054595933506
0.12474084426856223,5.639200355025903,12.275244727325099
0.12569598551941807,21.992405138386836,15.102934745157032
0.12667139508648145,14.606674509518717,11.412062334387796
0.1276676972722664,-3.0354573161258447,10.269438685467986
0.12868553987834996,-5.459824289781572,11.198780218076704
0.12972559496393501,31.53763573311594,10.195417961518652
0.13078855930306071,14.985134614163195,9.123389238018477
0.13187515446695866,19.735271509057274,9.842475497866138
0.13298612727206038,14.20875247155669,9.392501511158553
0.13412225028611618,-3.5050287043287587,7.751678184952348
0.1352843216624032,-6.646077998947162,7.452406727067666
0.13647316550933247,3.7870083778766643,7.022130468760069
0.13768963245855617,16.70761709429099,8.994595774859595
0.13893460968718976,9.910565445887233,6.953841387182605
0.1402090181326405,-12.371038945530124,6.063726007843183
0.14151379029858568,1.9612572520776321,6.719078418308811
0.1428498845099618,3.246287374256884,5.873943575268919
0.14421828462451425,11.169433521132182,5.510451513630414
0.14562002459811746,17.218452653094225,5.405729094898875
0.1470561550365244,9.995842132288528,6.018829522442016
0.14852773582524512,15.647387983880662,5.429162758564404
0.1500358731578225,5.0367782877090885,5.024822565755829
0.1515816912750943,0.8686419493283356,4.836853457744596
0.15316632261363441,0.45499539441186465,5.115240538615383
0.15479094565527912,12.021468653523304,5.324718884947866
0.15645672746958983,7.595806608684936,5.588688257769445
