# file: DeGraaff_espectros/capers-egs49-v4_prism-clear_6368_11585.spec.fits
# z: 6.6958222
# restframe: True
# input_flux_unit: uJy
# output_flux_type: flambda
# normalized: True
# norm_window: (0.3446, 0.3646)
# norm_factor: 2.6560217610707316e-20
# --- data ---
wave,flux,err
0.07016794124999405,,
0.07055678738797963,,
0.07095200687575332,,
0.07135377651127192,-151.1644249360301,134.70023920175325
0.07176224127846871,6.545407643484713,10.968251346856581
0.07217761067213774,4.216912020415888,6.135589258166751
0.07260003127480935,4.293039133067543,6.388960525009847
0.07302972061919513,0.48278932038586253,5.335676644105526
0.07346685721328716,-1.8953912838144236,5.222236818285733
0.07391163374195545,1.7217310260135783,4.602510287143673
0.07436428156906778,6.203256398825501,5.035644135069167
0.0748249891664222,-6.382733276909346,4.365072388924131
0.0752939947689386,-4.069839795392002,3.4153595801116854
0.07577153205539687,0.45525298569408273,3.7222747989703384
0.07625781811502673,-1.7014168591429744,3.383754215843789
0.0767531190700514,3.4457633864786925,3.8094448475039866
0.07725769254329214,2.12529894817582,3.421401756908028
0.07777178671237973,1.3499519619416767,2.902916841390677
0.07829567756866875,-2.955751982584942,2.7859581152392123
0.07882966934186068,-0.3966640545692411,2.719898475094707
0.07937404384213236,2.7887779604082663,2.5016430167050725
0.07992909565418878,1.9325341560702696,3.171472115998528
0.08049514468953631,1.1383098845067134,3.065000173500875
0.08107253600400867,2.578979215779991,2.532447834809059
0.08166160143801232,2.724061853700102,2.3557940476966763
0.08226268690034204,-4.387186697261043,2.784748092632843
0.08287615273056649,1.6356884883674758,2.05791298141011
0.083502374054889,-1.1877402323438764,2.437781064070952
0.08414175213888295,-0.1898912107986476,2.029707386274217
0.08479469797232854,-1.4360419616083893,1.661423217612961
0.08546162946759728,-0.291644051516644,1.6082775662902513
0.08614298026749412,-3.3124607267860995,1.4360921435610823
0.0868392002530446,0.08681274992495527,1.4410965414531425
0.08755075584955464,-0.1482924576893237,1.4397270421175865
0.08827813008174033,-1.8190728723355891,1.4276267643808784
0.0890218228736272,-0.5139564134140078,1.5046910478270914
0.08978235138734966,-0.18719733369139796,1.1995535659493124
0.09056024991216872,0.17835805478378952,1.0722943902353974
0.09135607011188947,-1.279007482062433,1.260544356845392
0.09217038140515595,-3.17084346067961,1.0320670506152163
0.09300377767439526,-0.6743523216454964,0.9839591500151508
0.09385687540140461,-0.7315277588080169,0.9241912008350763
0.09473029881052146,0.9090169088448764,0.9225943308179401
0.09562468941101077,-0.8307222771968373,0.871261887133823
0.09654070580397427,0.7452047775482726,0.9022550631143159
0.0974790401265439,1.3244931618973423,0.9551978451877304
0.09844039566139409,1.0215284984233246,0.8436002184284861
0.09942548190313212,0.5954809874522201,0.7735383992864705
0.10043503934527905,0.20459717074034808,0.7490148972146404
0.10146982056233857,0.5696621171235489,0.713303264473084
0.10253058361509614,-0.8573156996353927,0.8979645971015281
0.1036181173873507,-0.41274162957603194,0.7604862246251842
0.10473320312344636,-0.916844021052458,0.6065529849889975
0.10587664758719341,-0.11826274948556995,0.6396112646466615
0.10704925327967202,-0.17419491956332228,0.6152385683190604
0.10825183133332093,-0.4228850442581226,0.6661718909854921
0.10948519492442087,-0.25945209303939765,0.6405847496438227
0.11075015193329053,-0.5040673666883856,0.7064622973900112
0.11204750589526288,-0.2597843990488681,0.5818723968355648
0.11337804725084998,-0.46330254461623366,0.5308393600533856
0.11474254948935611,-0.782701624103783,0.5236451719699716
0.11614176565056274,0.33306797969239427,0.525372080208531
0.11757642051552522,-0.36828763520710783,0.6113185090742482
0.11904720478758803,-0.12040069927955814,0.529088400417157
0.1205547676439531,0.05670479948657649,0.5155324388244263
0.12209971022317291,-0.2791156166504508,0.479159928109197
0.12368257957350243,1.4792658281206104,0.44621582089055284
0.12530384550558665,1.5210184587056204,0.43308744035476876
0.1269639102960988,1.134597651186323,0.47369167009942037
0.1286631076894187,1.0864018595307943,0.4425329941072326
0.1304016753622038,1.372927077519163,0.4638897877061052
0.13217973667385136,1.9297180812039822,0.4006916277793902
0.1339973500638755,2.9786943275348383,0.41987832590323987
0.13585440747167787,1.6435752513393387,0.36707121971829676
0.13775073633080176,2.02823393882952,0.3822331858780174
0.13968601347577103,1.9009293236405127,0.4087762289374501
0.1416597842197384,1.626933322762001,0.3217582297696693
0.14367148896685447,1.8809489695629258,0.2992831851451991
