filename,z,norm_factor,Ha_Hb_ratio,Ha_Hb_ratio_err,logL5100,logL5100_err,OIII_Hbeta_ratio,OIII_Hbeta_ratio_err,F2000N,F2000N_err,F5500N,F5500N_err,group
cosmos-transients-v4_prism-clear_6585_58018.spec.fits,3.9262767,4.997310621185933e-20,9.391761361178165,0.5021749707412537,43.74110734878241,0.0025084812758464636,3.4824158089649604,0.19383181515081932,3.4048547607911956,0.2300039721058642,1.5568043454156115,0.04814312018269901,G2
cosmos-transients-v4_prism-clear_6585_61234.spec.fits,7.003398,1.6741922229403376e-20,10.039756442415356,0.3763644042133949,43.89371809805111,0.004509451148571486,2.155839230542181,0.0893929780809378,2.294271076861966,0.41432791116831535,1.5016162073933552,0.16884030167979883,G2
egs-nelsonx-v4_prism-clear_4106_47962.spec.fits,6.7285585,1.886418547676466e-20,3.919352610751379,0.10706206908060723,43.75047778605335,0.006572756234650257,2.713642299367794,0.08201852174572855,2.7766825422943273,0.38125941890601284,1.1108394775505566,0.16224676136620178,G1
egs-nelsonx-v4_prism-clear_4106_51623.spec.fits,4.9589176,1.0919967589421747e-20,13.118478224146937,0.5763344931143104,43.60866589109284,0.004226365992586523,1.031832088858265,0.05493550154897438,2.173135604898251,0.6857823983022215,2.981934546197304,0.18565294309197095,G3
egs-nelsonx-v4_prism-clear_4106_71365.spec.fits,4.8042393,1.0007417393639737e-20,5.3575050654054674,0.2798445229371396,43.07204623665526,0.012892560709754974,5.519281558447446,0.3081204462571299,1.8783143726069298,0.7598229196389833,1.026348343484129,0.16922267667531646,G1
gds-barrufet-s67-v4_prism-clear_2198_12577.spec.fits,5.2363167,1.1853563682472658e-20,9.448507582967013,0.8183156613352427,43.29504844781866,0.017003830383746532,4.301316256625958,0.3933741770065633,1.9987720985524875,1.0716414407421544,1.2352488760067302,0.3103674464713542,G1
gds-barrufet-s67-v4_prism-clear_2198_4490.spec.fits,3.705768,2.0596007372737083e-20,5.7897934568455796,0.7519606590405572,43.39021007743761,0.009210121409125804,3.9037519801382206,0.5398408462803298,4.144780020297712,1.0238713118646798,1.96512854529453,0.20502409737497293,G2
gds-barrufet-s67-v4_prism-clear_2198_4820.spec.fits,3.7993941,3.090561208778197e-20,7.501587723297829,0.8088259883573761,43.35073351326827,0.010343392971225995,4.630089811474317,0.5165451812396424,2.2415440316777855,0.7125928782379242,1.072821576071502,0.1399266401737943,G1
gto-wide-egs1-v4_prism-clear_1213_2974.spec.fits,2.3187494,5.2720225721462186e-20,4.211836256003945,0.4038650926736542,42.8653376543195,0.01141650460220589,2.7797448512650504,0.2884484925429346,2.96250836226388,0.8567321737922429,0.7811144102870232,0.084624196825742,G1
gto-wide-uds13-v4_prism-clear_1215_4273.spec.fits,4.053912,2.677449627980689e-20,9.77257781433908,1.9265391047801472,43.20779743787976,0.02843075859808053,5.4171181813602445,1.0910159100007162,2.6380009871054226,1.4272477264071972,0.8717656578948573,0.3006295592731548,G1
